datetime,mean_h,min_h,max_h,homeid
2017-07-25,669.5094687006839,648.0,796.0,158
2017-07-26,637.2654945054945,565.0,720.0,158
2017-07-27,614.2328726408084,574.0,687.0,158
2017-07-28,617.964207450694,592.0,661.0,158
2017-07-29,611.7782032400589,590.0,628.0,158
2017-07-30,627.8472058823529,575.0,793.0,158
2017-07-31,651.3128675943193,608.0,714.0,158
2017-08-01,661.0230149597238,636.0,733.0,158
2017-08-02,658.7874230053001,637.0,708.0,158
2017-08-03,666.674382277762,633.0,701.0,158
2017-08-04,642.4732090856145,628.0,692.0,158
2017-08-05,598.9739056038785,532.0,649.0,158
2017-08-06,621.9056926808389,538.0,817.0,158
2017-08-07,626.0184741221267,579.0,679.0,158
2017-08-08,602.52270374205,526.0,667.0,158
2017-08-09,581.6261061946902,494.0,650.0,158
2017-08-10,544.6348148148148,494.0,610.0,158
2017-08-11,613.5519556333917,531.0,733.0,158
2017-08-12,610.1809220503488,549.0,799.0,158
2017-08-13,554.820581257414,516.0,645.0,158
2017-08-14,628.2104273504274,578.0,707.0,158
2017-08-15,660.8705987223295,592.0,715.0,158
2017-08-16,657.1139184397163,637.0,697.0,158
2017-08-17,624.0807976366322,543.0,695.0,158
2017-08-18,606.0047260375129,565.0,677.0,158
2017-08-19,610.8422853742003,557.0,680.0,158
2017-08-20,613.2447695683979,558.0,670.0,158
2017-08-21,639.7284961966062,601.0,707.0,158
2017-08-22,674.9328710534081,639.0,734.0,158
2017-08-23,698.1373327451845,630.0,761.0,158
2017-08-24,632.6147722246793,572.0,673.0,158
2017-08-25,637.814500803976,616.0,802.0,158
2017-08-26,625.5063234637703,575.0,745.0,158
2017-08-27,638.8028720626631,577.0,894.0,158
2017-08-28,673.9178541492037,648.0,746.0,158
2017-08-29,623.0980364656382,525.0,717.0,158
2017-08-30,553.5038381018842,516.0,585.0,158
2017-08-31,554.2963014654571,489.0,598.0,158
2017-09-01,589.4468388754103,563.0,628.0,158
2017-09-02,584.6702158693115,547.0,663.0,158
2017-09-03,571.6051364365971,529.0,658.0,158
2017-09-04,675.3571850975754,630.0,767.0,158
2017-09-05,652.6444640494045,557.0,739.0,158
2017-09-06,624.736489504243,577.0,691.0,158
2017-09-07,648.4955439459127,611.0,689.0,158
2017-09-08,665.5468984117471,637.0,718.0,158
2017-09-09,642.2314655172414,608.0,702.0,158
2017-09-10,636.5137006057109,608.0,663.0,158
2017-09-11,629.4441052478558,560.0,698.0,158
2017-09-12,618.5402843601896,587.0,706.0,158
2017-09-13,643.9534265734266,613.0,712.0,158
2017-09-14,625.6619297996306,526.0,675.0,158
2017-09-15,615.5789253314724,603.0,646.0,158
2017-09-16,641.7994851258582,597.0,780.0,158
2017-09-17,654.5671773718326,621.0,741.0,158
2017-09-18,672.0016233766233,613.0,714.0,158
2017-09-19,651.8140085887753,628.0,682.0,158
2017-09-20,694.1101908001775,647.0,841.0,158
2017-09-21,686.1108673394764,615.0,805.0,158
2017-09-22,633.2138012385727,604.0,669.0,158
2017-09-23,658.5778465164236,643.0,672.0,158
2017-09-24,675.5481732469063,651.0,773.0,158
2017-09-25,727.0956263899185,694.0,817.0,158
2017-09-26,722.1485571260306,666.0,797.0,158
2017-09-27,679.9277769538782,647.0,851.0,158
2017-09-28,690.5016243354991,663.0,754.0,158
2017-09-29,669.0843070551693,588.0,709.0,158
2017-09-30,608.4165801572001,521.0,732.0,158
2017-10-01,624.0178439758148,534.0,687.0,158
2017-10-02,629.0532961385993,591.0,737.0,158
2017-10-03,623.9188709915768,591.0,709.0,158
2017-10-04,667.7094584624465,637.0,705.0,158
2017-10-05,650.4464390818129,624.0,692.0,158
2017-10-06,650.8829944002358,614.0,679.0,158
2017-10-07,666.3355233686725,630.0,743.0,158
2017-10-08,666.9327347435702,645.0,835.0,158
2017-10-09,667.0046117227016,650.0,729.0,158
2017-10-10,644.6442647058824,609.0,730.0,158
2017-10-11,672.1747889201599,648.0,699.0,158
2017-10-12,650.9595792637115,616.0,685.0,158
2017-10-13,705.0106638630219,656.0,757.0,158
2017-10-14,678.5871791066924,647.0,734.0,158
2017-10-15,706.0503180212014,676.0,761.0,158
2017-10-16,700.2236674678354,660.0,844.0,158
2017-10-17,659.7405821917808,634.0,734.0,158
2017-10-18,619.1925165077035,586.0,702.0,158
2017-10-19,656.4571956769056,615.0,707.0,158
2017-10-20,707.3107449856734,686.0,861.0,158
2017-10-21,693.8780982751123,680.0,744.0,158
2017-10-22,676.6137013729978,628.0,774.0,158
2017-10-23,684.2232379828959,657.0,724.0,158
2017-10-24,711.0258356444315,685.0,783.0,158
2017-10-25,680.0797515110812,620.0,732.0,158
2017-10-26,649.5322422258592,618.0,694.0,158
2017-10-27,633.9476996224304,613.0,655.0,158
2017-10-28,673.243137254902,622.0,696.0,158
2017-10-29,644.7763949098028,606.0,675.0,158
2017-10-30,676.2219332466407,609.0,880.0,158
2017-10-31,717.2897727272727,674.0,763.0,158
2017-11-01,726.8164073965365,699.0,803.0,158
2017-11-02,700.9022869022868,648.0,735.0,158
2017-11-03,675.3255917159763,602.0,774.0,158
2017-11-04,630.0743394536498,559.0,727.0,158
2017-11-05,611.2245291413318,521.0,685.0,158
2017-11-06,662.3745567375887,548.0,847.0,158
2017-11-07,694.3292700624003,661.0,801.0,158
2017-11-08,651.1741916690941,632.0,724.0,158
2017-11-09,653.4783891429414,595.0,732.0,158
2017-11-10,611.4765052450065,583.0,653.0,158
2017-11-11,600.0220098465103,543.0,648.0,158
2017-11-12,564.0437205315045,520.0,640.0,158
2017-11-13,600.4056189640036,520.0,700.0,158
2017-11-14,661.4216795711733,627.0,743.0,158
2017-11-15,665.5045925925926,645.0,715.0,158
2017-11-16,649.2688747468903,609.0,732.0,158
2017-11-17,613.6349094990879,537.0,642.0,158
2017-11-18,587.1996601529312,526.0,629.0,158
2017-11-19,589.2323599273439,559.0,656.0,158
2017-11-20,615.7633790977865,574.0,668.0,158
2017-11-21,642.5002806623631,623.0,669.0,158
2017-11-22,625.0324985931345,582.0,679.0,158
2017-11-23,582.6903848885102,515.0,612.0,158
2017-11-24,528.5281978798587,504.0,555.0,158
2017-11-25,544.1721579103591,513.0,614.0,158
2017-11-26,575.9865579217641,538.0,676.0,158
2017-11-27,597.2778272484417,561.0,635.0,158
2017-11-28,596.6791411957656,560.0,655.0,158
2017-11-29,568.1032191376255,470.0,602.0,158
2017-11-30,503.77906976744185,406.0,548.0,158
2017-12-01,499.5213586472857,437.0,539.0,158
2017-12-02,533.4197457877624,435.0,642.0,158
2017-12-03,586.5125878220141,467.0,671.0,158
2017-12-04,624.185655857435,563.0,863.0,158
2017-12-05,622.3667365478686,571.0,781.0,158
2017-12-06,625.3362882470689,556.0,696.0,158
2017-12-07,575.4590235396687,500.0,641.0,158
2017-12-08,528.2553685432385,449.0,577.0,158
2017-12-09,552.7463716051157,457.0,760.0,158
2017-12-10,500.27841845140034,422.0,565.0,158
2017-12-11,522.9587259705993,449.0,621.0,158
2017-12-12,538.2296566837107,464.0,643.0,158
2017-12-13,558.460510688836,467.0,594.0,158
2017-12-14,576.8509803921569,485.0,618.0,158
2017-12-15,545.0516784452296,449.0,582.0,158
2017-12-16,518.5855634312165,415.0,595.0,158
2017-12-17,518.9019772822886,417.0,597.0,158
2017-12-18,544.2772816075914,463.0,606.0,158
2017-12-19,636.1024851098788,516.0,686.0,158
2017-12-20,633.510409389409,592.0,705.0,158
2017-12-21,620.7040579710145,589.0,643.0,158
2017-12-22,615.7254007942345,555.0,651.0,158
2017-12-23,639.4248054230479,562.0,668.0,158
2017-12-24,673.6483548766157,658.0,688.0,158
2017-12-25,677.8152866242038,652.0,688.0,158
2017-12-26,632.9639373337275,618.0,653.0,158
2017-12-27,601.697247706422,587.0,618.0,158
2017-12-28,597.2063921132135,586.0,614.0,158
2017-12-29,536.2330713422007,436.0,629.0,158
2017-12-30,555.4025018395879,447.0,611.0,158
2017-12-31,613.8648083623693,568.0,650.0,158
2018-01-01,572.1638522917053,542.0,615.0,158
2018-01-02,593.3798687700684,538.0,686.0,158
2018-01-03,598.8491379310345,550.0,635.0,158
2018-01-04,582.4608404299875,550.0,693.0,158
2018-01-05,606.2656883298392,521.0,688.0,158
2018-01-06,558.1961414790997,505.0,615.0,158
2018-01-07,536.6233376233376,494.0,632.0,158
2018-01-08,511.34508531941896,484.0,575.0,158
2018-01-09,532.8951658234963,470.0,573.0,158
2018-01-10,541.5713484721055,489.0,622.0,158
2018-01-11,543.6590524534687,469.0,587.0,158
2018-01-12,571.1234529218236,498.0,595.0,158
2018-01-13,533.7569895509743,464.0,586.0,158
2018-01-14,551.1120543293719,463.0,623.0,158
2018-01-15,552.7166589038969,512.0,597.0,158
2018-01-16,517.645902587079,457.0,560.0,158
2018-01-17,507.6077937472218,444.0,547.0,158
2018-01-18,511.5301204819277,440.0,544.0,158
2018-01-19,520.2339483394834,467.0,546.0,158
2018-01-20,532.1828486204325,447.0,618.0,158
2018-01-21,465.1327788504381,396.0,512.0,158
2018-01-22,502.654873752202,441.0,635.0,158
2018-01-23,545.6319738360908,497.0,572.0,158
2018-01-24,529.7150963117814,470.0,557.0,158
2018-01-25,547.7168576104747,522.0,557.0,158
2018-01-26,529.4865619033632,451.0,603.0,158
2018-01-27,531.6742746615087,490.0,609.0,158
2018-01-28,531.4307133121308,452.0,580.0,158
2018-01-29,491.3076695291679,413.0,528.0,158
2018-01-30,454.92760047281325,404.0,527.0,158
2018-01-31,459.8171504346545,416.0,605.0,158
2018-02-01,477.31667170039265,446.0,601.0,158
2018-02-02,502.75968193196877,457.0,545.0,158
2018-02-03,504.7082868821999,445.0,548.0,158
2018-02-04,502.5772320751857,444.0,565.0,158
2018-02-05,499.070204203309,414.0,573.0,158
2018-02-06,459.36563602407136,390.0,584.0,158
2018-02-07,458.0939781021898,404.0,601.0,158
2018-02-08,513.5987882370326,425.0,561.0,158
2018-02-09,520.3134635149023,477.0,559.0,158
2018-02-10,525.9588635691033,447.0,576.0,158
2018-02-11,498.78664620107446,453.0,535.0,158
2018-02-12,486.4238998788858,442.0,533.0,158
2018-02-13,433.86998643673707,376.0,610.0,158
2018-02-14,467.09411764705885,395.0,525.0,158
2018-02-15,471.25399108298575,412.0,503.0,158
2018-02-16,517.9979492915735,433.0,573.0,158
2018-02-17,556.2244993013508,442.0,628.0,158
2018-02-18,511.59584328043815,450.0,574.0,158
2018-02-19,563.0858021240916,518.0,636.0,158
2018-02-20,539.8827873508806,482.0,562.0,158
2018-02-21,524.1568400770713,468.0,554.0,158
2018-02-22,511.70723825937097,458.0,623.0,158
2018-02-23,488.2344708588957,460.0,503.0,158
2018-02-24,486.8285141711995,472.0,498.0,158
2018-02-25,503.35002663825253,495.0,517.0,158
2018-02-26,503.1424557459961,440.0,518.0,158
2018-02-27,482.3074401368301,430.0,552.0,158
2018-02-28,441.3940460478076,399.0,498.0,158
2018-03-01,422.0331417624521,387.0,470.0,158
2018-03-02,452.7475872308834,432.0,479.0,158
2018-03-03,514.7171610169491,454.0,625.0,158
2018-03-04,506.7784921098773,463.0,589.0,158
2018-03-05,518.6796875,472.0,593.0,158
2018-03-06,510.8088432335864,457.0,559.0,158
2018-03-07,515.056893114553,479.0,545.0,158
2018-03-08,515.7760346630808,450.0,596.0,158
2018-03-09,500.53284132841327,447.0,551.0,158
2018-03-10,526.3192600328211,483.0,585.0,158
2018-03-11,531.3572184962936,498.0,596.0,158
2018-03-12,540.8309320788004,502.0,620.0,158
2018-03-13,536.3246733966746,502.0,629.0,158
2018-03-14,536.4587644102867,502.0,611.0,158
2018-03-15,543.3945525291829,509.0,614.0,158
2018-03-16,529.5960497439648,512.0,576.0,158
2018-03-17,491.8760162601626,432.0,628.0,158
2018-03-18,475.27234506384303,436.0,594.0,158
2018-03-19,502.22646592709987,470.0,572.0,158
2018-03-20,485.66635338345867,392.0,549.0,158
2018-03-21,511.04567385011256,439.0,549.0,158
