datetime,mean_h,min_h,max_h,homeid
2018-02-21,461.0703653585927,424.0,695.0,300
2018-02-22,423.0618885096701,388.0,450.0,300
2018-02-23,404.1348359830952,364.0,451.0,300
2018-02-24,385.1143996319583,345.0,404.0,300
2018-02-25,396.83101851851853,350.0,426.0,300
2018-02-26,400.2169073405536,347.0,425.0,300
2018-02-27,375.0935869898742,338.0,394.0,300
2018-02-28,352.69061273769995,325.0,373.0,300
2018-03-01,348.9840249366842,328.0,391.0,300
2018-03-02,344.235633055345,316.0,360.0,300
2018-03-03,352.9795299469295,331.0,375.0,300
2018-03-04,370.4610281923715,327.0,403.0,300
2018-03-05,386.8526158445441,349.0,406.0,300
2018-03-06,385.97738920711487,348.0,407.0,300
2018-03-07,398.36026883401064,357.0,445.0,300
2018-03-08,403.08590909090907,360.0,420.0,300
2018-03-09,396.4516313680595,352.0,420.0,300
2018-03-10,410.2430788926228,369.0,468.0,300
2018-03-11,439.93454935622316,377.0,484.0,300
2018-03-12,443.3326110509209,396.0,466.0,300
2018-03-13,431.5674720094284,383.0,453.0,300
2018-03-14,419.90777879064115,384.0,437.0,300
2018-03-15,417.04877666248433,365.0,436.0,300
2018-03-16,414.0260532976031,359.0,442.0,300
2018-03-17,378.9614655716993,338.0,442.0,300
2018-03-18,367.4007035497282,312.0,391.0,300
2018-03-19,369.44605776736927,334.0,391.0,300
2018-03-20,374.44978165938863,337.0,398.0,300
2018-03-21,392.22635135135135,353.0,465.0,300
2018-03-22,427.2227564102564,370.0,475.0,300
2018-03-23,407.89233954451345,381.0,430.0,300
2018-03-24,428.17132605770666,385.0,526.0,300
2018-03-25,443.5351089588378,387.0,496.0,300
2018-03-26,416.59330215718813,380.0,440.0,300
2018-03-27,421.7172988881622,380.0,479.0,300
2018-03-28,417.7829203677731,373.0,440.0,300
2018-03-29,428.15225761288065,402.0,458.0,300
2018-03-30,407.7505934718101,378.0,420.0,300
2018-03-31,419.843852779953,372.0,458.0,300
2018-04-01,414.63817401960785,379.0,475.0,300
2018-04-02,394.0704755925286,358.0,412.0,300
2018-04-03,389.68160023973627,357.0,407.0,300
2018-04-04,399.5013558781305,361.0,420.0,300
2018-04-05,396.10001475143827,349.0,420.0,300
2018-04-06,405.2319034852547,377.0,452.0,300
2018-04-07,440.36591478696744,414.0,459.0,300
2018-04-08,448.1113445378151,410.0,500.0,300
2018-04-09,452.55611789222985,414.0,478.0,300
2018-04-10,449.38497217068647,403.0,498.0,300
2018-04-11,457.12529255734125,414.0,500.0,300
2018-04-12,431.4443568726356,396.0,454.0,300
2018-04-13,455.3464912280702,407.0,495.0,300
2018-04-14,464.83143507972665,416.0,489.0,300
2018-04-15,494.4525580689236,463.0,551.0,300
2018-04-16,486.3026218338024,453.0,503.0,300
2018-04-17,483.57175726200745,447.0,531.0,300
2018-04-18,504.2329728149664,486.0,522.0,300
2018-04-19,507.55526677878,471.0,592.0,300
2018-04-20,497.07959690375344,471.0,530.0,300
2018-04-21,482.7045755480359,459.0,503.0,300
2018-04-22,517.4648760330579,479.0,609.0,300
2018-04-23,495.71466198419665,452.0,521.0,300
2018-04-24,484.4135154915833,436.0,522.0,300
2018-04-25,480.0249747365382,443.0,522.0,300
2018-04-26,441.80716017686495,416.0,465.0,300
2018-04-27,425.17315175097275,399.0,442.0,300
2018-04-28,422.678904345332,397.0,440.0,300
2018-04-29,406.9749136247559,382.0,428.0,300
2018-04-30,413.60919203747073,380.0,454.0,300
2018-05-01,418.22588611272516,383.0,451.0,300
2018-05-02,424.1178446261682,394.0,436.0,300
2018-05-03,429.30939226519337,390.0,472.0,300
2018-05-04,475.3012525765023,448.0,551.0,300
2018-05-05,504.5734642178594,449.0,569.0,300
2018-05-06,501.0246823426318,474.0,529.0,300
2018-05-07,504.6247989472145,486.0,529.0,300
2018-05-08,517.233662435355,488.0,577.0,300
2018-05-09,497.2700555996823,485.0,507.0,300
2018-05-10,,,,300
2018-05-11,,,,300
2018-05-12,,,,300
2018-05-13,,,,300
2018-05-14,,,,300
2018-05-15,473.90866807610996,461.0,500.0,300
2018-05-16,448.19187320856514,393.0,487.0,300
2018-05-17,448.73581030619863,423.0,497.0,300
2018-05-18,467.9263081395349,452.0,542.0,300
2018-05-19,446.62517928286854,405.0,499.0,300
2018-05-20,451.17522950555644,426.0,487.0,300
2018-05-21,464.49089181054967,445.0,508.0,300
2018-05-22,467.7321293064198,457.0,484.0,300
2018-05-23,470.1787424194063,459.0,516.0,300
2018-05-24,488.8244665302543,474.0,516.0,300
2018-05-25,475.4255490956072,456.0,502.0,300
2018-05-26,497.5304014167651,473.0,552.0,300
2018-05-27,501.8397370343316,475.0,514.0,300
2018-05-28,504.1189617880317,485.0,522.0,300
2018-05-29,520.9934682173013,511.0,539.0,300
2018-05-30,530.2772856928389,510.0,565.0,300
2018-05-31,558.9195125861793,542.0,608.0,300
2018-06-01,572.2318770226537,550.0,607.0,300
2018-06-02,583.3084520725389,569.0,692.0,300
2018-06-03,597.8791056283732,578.0,646.0,300
2018-06-04,591.7485021189536,574.0,627.0,300
2018-06-05,543.5568133578605,500.0,576.0,300
2018-06-06,521.4776500638569,488.0,538.0,300
2018-06-07,525.0852482269504,494.0,545.0,300
2018-06-08,514.5708633601809,492.0,530.0,300
2018-06-09,517.154067674586,485.0,560.0,300
2018-06-10,537.7732974910394,527.0,555.0,300
2018-06-11,548.8101356174161,540.0,568.0,300
2018-06-12,557.9563231515843,536.0,596.0,300
2018-06-13,541.719129036972,522.0,567.0,300
2018-06-14,545.7156362545018,525.0,569.0,300
2018-06-15,519.6963759575722,513.0,527.0,300
2018-06-16,514.6200589970501,489.0,521.0,300
2018-06-17,509.24068944290553,482.0,518.0,300
2018-06-18,,,,300
2018-06-19,533.2177328843995,528.0,547.0,300
