datetime,mean_h,min_h,max_h,homeid
2017-11-21,754.2770692673168,673.0,788.0,253
2017-11-22,747.2642388929352,711.0,805.0,253
2017-11-23,715.4253183520599,666.0,794.0,253
2017-11-24,678.376936829559,636.0,750.0,253
2017-11-25,673.1631349782293,636.0,739.0,253
2017-11-26,694.5283646888568,660.0,777.0,253
2017-11-27,661.7678905687545,638.0,714.0,253
2017-11-28,660.2472885032538,609.0,760.0,253
2017-11-29,659.7999130686758,632.0,722.0,253
2017-11-30,640.9284061324848,599.0,722.0,253
2017-12-01,644.8447674418604,609.0,711.0,253
2017-12-02,691.8639545056868,634.0,762.0,253
2017-12-03,704.0002937288882,657.0,770.0,253
2017-12-04,709.2927789934355,677.0,754.0,253
2017-12-05,692.5978579812206,659.0,729.0,253
2017-12-06,696.4162107687878,663.0,762.0,253
2017-12-07,698.6659856996936,662.0,752.0,253
2017-12-08,637.587207580693,587.0,710.0,253
2017-12-09,618.8103830794262,578.0,692.0,253
2017-12-10,613.3137777777778,577.0,681.0,253
2017-12-11,638.5568590350048,581.0,686.0,253
2017-12-12,628.6022675736962,597.0,664.0,253
2017-12-13,653.3734102336587,616.0,710.0,253
2017-12-14,663.0123553637968,631.0,732.0,253
2017-12-15,620.9307340127012,599.0,686.0,253
2017-12-16,608.1608538785327,581.0,646.0,253
2017-12-17,638.4489947877885,592.0,734.0,253
2017-12-18,650.7599226995688,607.0,704.0,253
2017-12-19,738.6735500878734,661.0,789.0,253
2017-12-20,721.6902457185406,688.0,763.0,253
2017-12-21,717.2269652788216,689.0,782.0,253
2017-12-22,698.0772903610863,642.0,755.0,253
2017-12-23,727.5541922290389,690.0,788.0,253
2017-12-24,734.837874251497,708.0,785.0,253
2017-12-25,722.6575342465753,693.0,779.0,253
2017-12-26,676.0679523881272,649.0,712.0,253
2017-12-27,662.062623599209,631.0,724.0,253
2017-12-28,651.5836520076482,606.0,729.0,253
2017-12-29,639.1692494682468,608.0,713.0,253
2017-12-30,628.1584396099025,584.0,741.0,253
2017-12-31,637.2606498194946,597.0,703.0,253
2018-01-01,688.1309546769528,652.0,736.0,253
2018-01-02,696.4365963855422,664.0,768.0,253
2018-01-03,683.5558552483704,653.0,724.0,253
2018-01-04,718.8002093614476,666.0,774.0,253
2018-01-05,692.3276576843352,614.0,779.0,253
2018-01-06,592.9496065375303,521.0,635.0,253
2018-01-07,576.3668115724779,515.0,656.0,253
2018-01-08,576.7362897265336,530.0,660.0,253
2018-01-09,582.8151026392962,545.0,654.0,253
2018-01-10,607.7298494242692,564.0,663.0,253
2018-01-11,627.4962619617224,599.0,661.0,253
2018-01-12,641.2588116817724,576.0,756.0,253
2018-01-13,641.4771261436928,601.0,705.0,253
2018-01-14,630.9759651494667,571.0,698.0,253
2018-01-15,621.1707398171238,572.0,667.0,253
2018-01-16,618.3984572021956,558.0,775.0,253
2018-01-17,608.9793845234539,554.0,750.0,253
2018-01-18,604.6361870611087,549.0,703.0,253
2018-01-19,614.5013176251744,572.0,665.0,253
2018-01-20,612.5613165013526,565.0,666.0,253
2018-01-21,582.9138342277877,444.0,729.0,253
