datetime,mean_t,min_t,max_t,homeid
2017-10-12,201.47234513274336,199.0,214.0,215
2017-10-13,202.1731725697061,200.0,207.0,215
2017-10-14,204.77383029341792,203.0,207.0,215
2017-10-15,210.0795417348609,205.0,220.0,215
2017-10-16,211.25687794497645,208.0,215.0,215
2017-10-17,206.3960843373494,204.0,209.0,215
2017-10-18,204.92087415222306,201.0,209.0,215
2017-10-19,201.55929655794378,199.0,204.0,215
2017-10-20,207.17885931558936,202.0,213.0,215
2017-10-21,212.0639472473547,209.0,220.0,215
2017-10-22,213.17517455391777,211.0,218.0,215
2017-10-23,207.59129911184706,204.0,213.0,215
2017-10-24,204.36680392777953,202.0,208.0,215
2017-10-25,206.58037135278514,201.0,215.0,215
2017-10-26,204.7646432374867,202.0,210.0,215
2017-10-27,205.83393339333932,202.0,211.0,215
2017-10-28,197.6280589755282,195.0,202.0,215
2017-10-29,196.67413162705668,193.0,204.0,215
2017-10-30,196.2336195210122,191.0,200.0,215
2017-10-31,196.89882032667876,194.0,201.0,215
2017-11-01,197.31455183997556,194.0,199.0,215
2017-11-02,199.84598995586668,195.0,207.0,215
2017-11-03,195.99262825334736,190.0,202.0,215
2017-11-04,193.2707586618877,190.0,202.0,215
2017-11-05,191.50121028744326,185.0,199.0,215
2017-11-06,194.12462768459005,190.0,200.0,215
2017-11-07,190.56705157813704,186.0,196.0,215
2017-11-08,193.15959409594095,189.0,199.0,215
2017-11-09,199.0110946745562,192.0,206.0,215
2017-11-10,203.6102732566821,198.0,212.0,215
2017-11-11,200.05577211394302,195.0,208.0,215
2017-11-12,198.27646598905395,193.0,204.0,215
2017-11-13,194.0560619872379,188.0,200.0,215
2017-11-14,194.5957222473264,190.0,204.0,215
2017-11-15,198.92075078206466,192.0,210.0,215
2017-11-16,203.23208444840915,194.0,211.0,215
2017-11-17,202.2256671294154,194.0,214.0,215
2017-11-18,195.03359497645212,187.0,204.0,215
2017-11-19,188.02641566722332,181.0,196.0,215
2017-11-20,192.9888699953625,187.0,205.0,215
2017-11-21,195.16081162931556,190.0,207.0,215
2017-11-22,198.41065549236757,194.0,206.0,215
2017-11-23,198.97155596555965,195.0,206.0,215
2017-11-24,194.9283779717123,186.0,208.0,215
2017-11-25,184.67756723716383,177.0,195.0,215
2017-11-26,177.75491084919915,174.0,188.0,215
2017-11-27,,,,215
2017-11-28,,,,215
2017-11-29,,,,215
