datetime,mean_t,min_t,max_t,homeid
2017-10-05,200.9993077189339,189.0,212.0,207
2017-10-06,206.11642877134062,186.0,227.0,207
2017-10-07,214.88148873653282,195.0,242.0,207
2017-10-08,223.5392787251887,202.0,269.0,207
2017-10-09,217.73893001815895,201.0,249.0,207
2017-10-10,216.09542465370086,190.0,245.0,207
2017-10-11,215.86375069871437,198.0,239.0,207
2017-10-12,215.04713946006436,195.0,241.0,207
2017-10-13,231.01731118246545,206.0,260.0,207
2017-10-14,218.22044060234245,208.0,236.0,207
2017-10-15,221.58418189426698,207.0,243.0,207
2017-10-16,219.0473463687151,207.0,243.0,207
2017-10-17,214.11163895486936,201.0,233.0,207
2017-10-18,226.24685956245588,208.0,270.0,207
2017-10-19,212.8661175485132,189.0,243.0,207
2017-10-20,209.38150369647093,191.0,226.0,207
2017-10-21,227.19557041370663,205.0,256.0,207
2017-10-22,224.42058290336075,202.0,262.0,207
2017-10-23,205.29895178197066,178.0,235.0,207
2017-10-24,206.90706787963612,196.0,226.0,207
2017-10-25,207.60116826220997,192.0,233.0,207
2017-10-26,208.65258368540788,197.0,225.0,207
2017-10-27,207.6581447331657,177.0,251.0,207
2017-10-28,205.29308176100628,197.0,222.0,207
2017-10-29,221.40453845076343,205.0,238.0,207
2017-10-30,211.98533519553072,193.0,242.0,207
2017-10-31,215.74689549323287,199.0,250.0,207
2017-11-01,220.72374843118115,196.0,256.0,207
2017-11-02,212.7503845615998,192.0,244.0,207
2017-11-03,219.9309813803724,194.0,241.0,207
2017-11-04,218.78981868898188,203.0,236.0,207
2017-11-05,227.39952487423142,203.0,247.0,207
2017-11-06,207.85810149587584,184.0,241.0,207
2017-11-07,197.29802990079642,175.0,236.0,207
2017-11-08,197.12395309882746,174.0,235.0,207
2017-11-09,190.2347126112131,177.0,210.0,207
2017-11-10,204.0120160213618,181.0,238.0,207
2017-11-11,218.9420398382507,195.0,243.0,207
2017-11-12,222.23217197924387,198.0,259.0,207
2017-11-13,208.13083284111045,191.0,240.0,207
2017-11-14,205.86821933962264,182.0,251.0,207
2017-11-15,210.63770250368188,195.0,241.0,207
2017-11-16,200.1660026560425,171.0,238.0,207
2017-11-17,207.0208457415128,182.0,235.0,207
2017-11-18,220.4824157886927,191.0,245.0,207
2017-11-19,230.6266944734098,203.0,252.0,207
2017-11-20,206.24864702345158,181.0,253.0,207
2017-11-21,199.44335623446864,170.0,251.0,207
2017-11-22,201.40351654846336,186.0,242.0,207
2017-11-23,193.5735595203276,179.0,224.0,207
2017-11-24,199.92706935123041,179.0,251.0,207
2017-11-25,250.21621621621622,223.0,262.0,207
2017-11-26,231.47203213329365,203.0,270.0,207
2017-11-27,222.10548025928108,202.0,262.0,207
2017-11-28,225.72760646108665,199.0,263.0,207
2017-11-29,210.2633504023409,177.0,242.0,207
2017-11-30,198.11513109711439,153.0,241.0,207
2017-12-01,222.1879743140689,192.0,257.0,207
2017-12-02,224.640398418046,191.0,259.0,207
2017-12-03,240.35674810936592,205.0,268.0,207
2017-12-04,217.66405910473708,192.0,250.0,207
2017-12-05,221.6888274658132,200.0,259.0,207
2017-12-06,218.0984011627907,194.0,252.0,207
2017-12-07,232.1243831640058,203.0,263.0,207
2017-12-08,233.55071407752843,206.0,261.0,207
2017-12-09,227.40305899490167,197.0,261.0,207
2017-12-10,240.7165056698866,212.0,267.0,207
2017-12-11,238.1235038084875,204.0,271.0,207
2017-12-12,215.38682550805888,199.0,239.0,207
2017-12-13,208.3279584969153,193.0,251.0,207
2017-12-14,219.74391613627856,195.0,259.0,207
2017-12-15,198.58251611095545,180.0,227.0,207
2017-12-16,221.0733379986004,199.0,248.0,207
2017-12-17,234.46177627880832,205.0,260.0,207
2017-12-18,205.56093793878125,191.0,237.0,207
2017-12-19,200.6764887698331,183.0,226.0,207
2017-12-20,201.98891228070175,185.0,239.0,207
2017-12-21,209.15537399633752,193.0,244.0,207
2017-12-22,215.78940008390435,188.0,240.0,207
2017-12-23,211.9743772241993,192.0,238.0,207
2017-12-24,215.74301285634434,185.0,259.0,207
2017-12-25,218.03156480859639,193.0,250.0,207
2017-12-26,207.0746373750176,186.0,242.0,207
2017-12-27,206.03879849812265,183.0,227.0,207
2017-12-28,209.38380966631752,185.0,244.0,207
2017-12-29,215.00113830392715,189.0,248.0,207
2017-12-30,223.72462353597322,184.0,256.0,207
2017-12-31,231.38297872340425,188.0,259.0,207
2018-01-01,222.95227070347283,188.0,259.0,207
2018-01-02,218.0195749440716,196.0,243.0,207
2018-01-03,198.76138917262512,181.0,221.0,207
2018-01-04,193.04871220604704,165.0,223.0,207
2018-01-05,214.13511247729497,194.0,243.0,207
2018-01-06,229.27988256675522,201.0,255.0,207
2018-01-07,241.49347734605135,206.0,262.0,207
2018-01-08,200.64588284635818,176.0,238.0,207
2018-01-09,207.3222921034242,190.0,249.0,207
2018-01-10,201.73777840033617,187.0,234.0,207
2018-01-11,184.48000559284117,157.0,209.0,207
2018-01-12,190.96734757041165,157.0,220.0,207
2018-01-13,212.16498881431767,175.0,255.0,207
2018-01-14,224.97691662003356,196.0,277.0,207
2018-01-15,225.6550279329609,201.0,259.0,207
2018-01-16,236.6379647749511,215.0,267.0,207
2018-01-17,230.1073881957101,213.0,271.0,207
2018-01-18,220.56842253918938,179.0,257.0,207
2018-01-19,219.82186234817814,156.0,273.0,207
2018-01-20,259.1977840994161,227.0,284.0,207
2018-01-21,228.47591036414565,170.0,264.0,207
2018-01-22,240.63008527890395,206.0,271.0,207
2018-01-23,222.34353369763207,202.0,263.0,207
2018-01-24,228.779277998863,203.0,268.0,207
2018-01-25,228.41611392898946,189.0,275.0,207
2018-01-26,230.7766554433221,193.0,268.0,207
2018-01-27,234.02063914780294,213.0,268.0,207
2018-01-28,207.1301063234471,180.0,251.0,207
2018-01-29,230.38080495356039,197.0,263.0,207
2018-01-30,233.37047939444912,203.0,275.0,207
2018-01-31,228.08247568024814,189.0,270.0,207
2018-02-01,227.20886519848506,190.0,266.0,207
2018-02-02,215.36738125262715,179.0,261.0,207
2018-02-03,235.6842463422933,206.0,265.0,207
2018-02-04,235.43964794635372,203.0,276.0,207
2018-02-05,214.59508517173973,182.0,268.0,207
