datetime,mean_t,min_t,max_t,homeid
2017-10-09,197.03792551976238,194.0,223.0,210
2017-10-10,185.36688079942897,179.0,194.0,210
2017-10-11,183.14010282776349,178.0,216.0,210
2017-10-12,180.30723162150022,174.0,200.0,210
2017-10-13,176.05979351878406,174.0,180.0,210
2017-10-14,169.14053067527726,166.0,175.0,210
2017-10-15,166.9412523284138,163.0,173.0,210
2017-10-16,162.79776077097506,159.0,168.0,210
2017-10-17,163.5196357427433,153.0,199.0,210
2017-10-18,192.46368715083798,172.0,220.0,210
2017-10-19,196.49028782078548,187.0,222.0,210
2017-10-20,187.07641454404043,182.0,209.0,210
2017-10-21,196.65193628981888,187.0,222.0,210
2017-10-22,200.15628415300546,187.0,226.0,210
2017-10-23,194.95852149188826,181.0,216.0,210
2017-10-24,194.4609016999261,185.0,216.0,210
2017-10-25,183.84358002307565,174.0,204.0,210
2017-10-26,183.8006480218281,174.0,215.0,210
2017-10-27,196.63044776119403,172.0,245.0,210
2017-10-28,196.71033854562017,179.0,231.0,210
2017-10-29,193.6225639464068,182.0,211.0,210
2017-10-30,193.9036039947894,174.0,216.0,210
2017-10-31,187.60539919586444,176.0,212.0,210
2017-11-01,196.16897012929113,182.0,226.0,210
2017-11-02,198.991549720839,183.0,233.0,210
2017-11-03,195.2940483205657,178.0,233.0,210
2017-11-04,190.4210374223378,176.0,223.0,210
2017-11-05,200.2671142898847,169.0,234.0,210
2017-11-06,185.83963937333726,166.0,225.0,210
2017-11-07,183.96554199569275,173.0,212.0,210
2017-11-08,201.21943295924393,165.0,239.0,210
2017-11-09,189.51392367761898,166.0,234.0,210
2017-11-10,186.28819542502117,160.0,227.0,210
2017-11-11,199.76021599532984,164.0,230.0,210
2017-11-12,195.65709433379652,167.0,219.0,210
2017-11-13,196.76188299817184,166.0,233.0,210
2017-11-14,191.01445466491458,179.0,221.0,210
2017-11-15,183.16627078384798,165.0,226.0,210
2017-11-16,188.17704073905801,168.0,218.0,210
2017-11-17,190.38350841847748,169.0,222.0,210
2017-11-18,200.65971201880694,168.0,240.0,210
2017-11-19,207.35281290885302,172.0,241.0,210
2017-11-20,191.18097412480975,168.0,216.0,210
2017-11-21,194.8689917936694,181.0,217.0,210
2017-11-22,196.05420131918555,183.0,217.0,210
2017-11-23,186.56838106370543,176.0,201.0,210
2017-11-24,184.98531375166888,165.0,217.0,210
2017-11-25,189.089370248171,171.0,221.0,210
2017-11-26,192.1705827067669,157.0,225.0,210
2017-11-27,196.00970588235293,164.0,234.0,210
2017-11-28,197.7246790299572,176.0,225.0,210
2017-11-29,192.86150595466768,163.0,230.0,210
2017-11-30,180.03049516908212,148.0,224.0,210
2017-12-01,202.36700879765397,161.0,239.0,210
