datetime,mean_t,min_t,max_t,homeid
2017-07-14,205.09157733537518,199.0,209.0,151
2017-07-15,194.34757118927973,192.0,208.0,151
2017-07-16,,,,151
2017-07-17,,,,151
2017-07-18,,,,151
2017-07-19,,,,151
2017-07-20,,,,151
2017-07-21,,,,151
2017-07-22,,,,151
2017-07-23,,,,151
2017-07-24,,,,151
2017-07-25,210.18131041890442,201.0,230.0,151
2017-07-26,202.15383476458396,196.0,215.0,151
2017-07-27,200.3950544598175,186.0,234.0,151
2017-07-28,214.6771327014218,199.0,243.0,151
2017-07-29,209.75378226045683,201.0,219.0,151
2017-07-30,207.32840501792114,197.0,222.0,151
2017-07-31,202.14322639501293,197.0,208.0,151
2017-08-01,212.25226294702478,191.0,238.0,151
2017-08-02,213.15544729849424,199.0,237.0,151
2017-08-03,210.18164379518961,204.0,216.0,151
2017-08-04,207.4988916802128,198.0,224.0,151
2017-08-05,192.88139568978156,185.0,198.0,151
2017-08-06,180.28122695767587,171.0,185.0,151
2017-08-07,182.60902255639098,172.0,190.0,151
2017-08-08,184.62138052062005,172.0,196.0,151
2017-08-09,188.45569620253164,180.0,195.0,151
2017-08-10,205.10535714285714,175.0,246.0,151
2017-08-11,204.1772510435301,196.0,214.0,151
2017-08-12,211.2322120601457,191.0,234.0,151
2017-08-13,202.24340309372155,189.0,210.0,151
2017-08-14,212.0644993045897,191.0,243.0,151
2017-08-15,215.71140142517814,205.0,226.0,151
2017-08-16,199.54177215189873,193.0,205.0,151
2017-08-17,207.18458996695705,192.0,221.0,151
2017-08-18,203.60880597014926,196.0,209.0,151
2017-08-19,209.99703835332446,184.0,240.0,151
2017-08-20,209.48330058939095,198.0,220.0,151
2017-08-21,203.85597137319218,193.0,217.0,151
2017-08-22,222.16099437703463,204.0,248.0,151
2017-08-23,223.6165826164343,217.0,230.0,151
2017-08-24,216.24262492474412,204.0,226.0,151
2017-08-25,218.79353416605437,209.0,239.0,151
2017-08-26,212.5539885412076,203.0,229.0,151
2017-08-27,207.29799384975837,195.0,231.0,151
2017-08-28,212.85579335793358,207.0,219.0,151
2017-08-29,212.04002943340691,195.0,230.0,151
2017-08-30,215.4673961924749,194.0,236.0,151
2017-08-31,220.1389694041868,198.0,240.0,151
2017-09-01,217.82861335289803,199.0,239.0,151
2017-09-02,205.4686907020873,191.0,220.0,151
2017-09-03,206.27618069815196,182.0,231.0,151
2017-09-04,216.20254872563717,204.0,229.0,151
2017-09-05,216.86842495184473,205.0,230.0,151
2017-09-06,212.08091967751568,197.0,228.0,151
2017-09-07,206.41613684529216,197.0,219.0,151
2017-09-08,211.59843102427473,192.0,233.0,151
2017-09-09,212.57303870680707,198.0,223.0,151
2017-09-10,210.53354380426202,191.0,231.0,151
2017-09-11,209.25762262483428,193.0,225.0,151
2017-09-12,209.5132103321033,194.0,222.0,151
2017-09-13,201.3022774327122,192.0,215.0,151
2017-09-14,198.6714982990682,185.0,213.0,151
2017-09-15,219.73416956324618,186.0,247.0,151
2017-09-16,208.96510376633358,196.0,228.0,151
2017-09-17,226.18336162988115,193.0,253.0,151
2017-09-18,234.5796245837118,205.0,255.0,151
2017-09-19,215.009504009504,204.0,228.0,151
2017-09-20,214.89444032616754,199.0,231.0,151
2017-09-21,216.04208804283164,204.0,231.0,151
2017-09-22,212.28787651730855,191.0,237.0,151
2017-09-23,204.01760563380282,197.0,211.0,151
2017-09-24,190.91218585622443,188.0,197.0,151
2017-09-25,186.0938960280374,184.0,189.0,151
2017-09-26,184.64679101189603,179.0,190.0,151
2017-09-27,183.8216494845361,175.0,193.0,151
2017-09-28,187.66338406445837,175.0,205.0,151
2017-09-29,185.02261712439417,176.0,201.0,151
2017-09-30,185.91129744042365,162.0,223.0,151
2017-10-01,215.0344930565925,177.0,248.0,151
2017-10-02,215.07585139318886,196.0,240.0,151
2017-10-03,212.07981637790613,186.0,238.0,151
2017-10-04,222.10438819829264,197.0,251.0,151
2017-10-05,208.5873156342183,190.0,220.0,151
2017-10-06,228.5173487544484,194.0,254.0,151
2017-10-07,220.55216622458002,209.0,234.0,151
2017-10-08,216.001329394387,197.0,242.0,151
2017-10-09,221.30569948186528,209.0,243.0,151
2017-10-10,216.11265501269983,204.0,233.0,151
2017-10-11,213.2019907327956,194.0,246.0,151
2017-10-12,207.4831945270672,199.0,223.0,151
2017-10-13,220.35791340328063,194.0,249.0,151
2017-10-14,235.32231404958677,202.0,262.0,151
2017-10-15,230.52559576345985,214.0,242.0,151
2017-10-16,212.84972034147776,201.0,226.0,151
2017-10-17,218.18084473527662,190.0,250.0,151
2017-10-18,216.03141671606403,202.0,233.0,151
2017-10-19,202.05988816951148,192.0,219.0,151
2017-10-20,215.24072438162545,192.0,243.0,151
2017-10-21,212.1140312454373,200.0,225.0,151
2017-10-22,202.11808604038632,187.0,220.0,151
2017-10-23,221.15688005886682,177.0,252.0,151
2017-10-24,210.5424403183024,200.0,223.0,151
2017-10-25,203.57030983997277,189.0,229.0,151
2017-10-26,240.02850764210888,218.0,255.0,151
2017-10-27,217.21639586410635,205.0,234.0,151
2017-10-28,210.4287400413101,198.0,229.0,151
2017-10-29,208.57106973995272,188.0,236.0,151
2017-10-30,190.31681415929202,169.0,218.0,151
2017-10-31,227.33564268867926,211.0,241.0,151
2017-11-01,211.93856806128463,199.0,226.0,151
2017-11-02,220.02695536897923,189.0,245.0,151
2017-11-03,211.0163740964744,187.0,237.0,151
2017-11-04,224.4647137150466,201.0,242.0,151
2017-11-05,216.34332988624612,198.0,236.0,151
2017-11-06,192.7142647274864,177.0,217.0,151
2017-11-07,198.3158826131839,179.0,226.0,151
2017-11-08,239.33244007741553,222.0,249.0,151
2017-11-09,208.8140836770772,187.0,227.0,151
2017-11-10,178.17301190651185,159.0,198.0,151
2017-11-11,159.78845590389687,147.0,174.0,151
2017-11-12,150.77877407026313,139.0,170.0,151
2017-11-13,199.8385663507109,170.0,222.0,151
2017-11-14,219.03647595234594,194.0,241.0,151
2017-11-15,218.27238861570555,190.0,248.0,151
2017-11-16,212.06265701196986,189.0,246.0,151
2017-11-17,234.2603585957511,224.0,244.0,151
2017-11-18,226.50441436138905,206.0,239.0,151
2017-11-19,241.82521994134896,232.0,252.0,151
2017-11-20,205.54020467836258,183.0,234.0,151
2017-11-21,245.08209177592371,221.0,255.0,151
2017-11-22,231.48653755314123,206.0,249.0,151
2017-11-23,248.10772833723652,241.0,260.0,151
2017-11-24,242.18217463429346,239.0,252.0,151
2017-11-25,240.74223113275096,232.0,249.0,151
2017-11-26,240.81271576524742,236.0,247.0,151
2017-11-27,246.1041935022184,243.0,248.0,151
2017-11-28,242.96863812115137,238.0,248.0,151
2017-11-29,237.2299037749815,234.0,242.0,151
2017-11-30,228.29301983835416,222.0,237.0,151
2017-12-01,238.64518989212354,228.0,252.0,151
2017-12-02,245.46504782928625,225.0,258.0,151
2017-12-03,217.73154761904763,196.0,237.0,151
2017-12-04,222.58472834067547,195.0,241.0,151
2017-12-05,247.4950306927799,237.0,256.0,151
2017-12-06,234.61742088139604,203.0,262.0,151
2017-12-07,206.82466196355085,178.0,233.0,151
2017-12-08,221.3447204968944,218.0,226.0,151
2017-12-09,224.07678597950394,219.0,234.0,151
2017-12-10,216.99718893327415,210.0,223.0,151
2017-12-11,214.0734206033011,202.0,226.0,151
2017-12-12,226.5214705882353,221.0,233.0,151
2017-12-13,241.64659763313608,233.0,246.0,151
2017-12-14,235.28221469826727,227.0,241.0,151
2017-12-15,231.84184950670004,223.0,240.0,151
2017-12-16,228.68316394167036,223.0,235.0,151
2017-12-17,236.015889212828,226.0,251.0,151
2017-12-18,227.28658713994764,200.0,250.0,151
2017-12-19,222.44096850224983,201.0,259.0,151
2017-12-20,203.88432998690527,189.0,229.0,151
2017-12-21,216.9632987278842,194.0,246.0,151
2017-12-22,218.22766235653057,192.0,245.0,151
2017-12-23,227.73381294964028,204.0,247.0,151
2017-12-24,213.19809663250365,196.0,233.0,151
2017-12-25,211.73906911142456,196.0,234.0,151
2017-12-26,202.5291131681099,183.0,218.0,151
2017-12-27,199.57114754098362,177.0,213.0,151
2017-12-28,216.79930357708136,208.0,231.0,151
2017-12-29,224.7154861944778,215.0,239.0,151
2017-12-30,227.85541809509613,210.0,245.0,151
2017-12-31,220.94558303886924,200.0,233.0,151
2018-01-01,207.99087452471483,181.0,238.0,151
2018-01-02,210.0966034406705,186.0,229.0,151
2018-01-03,214.96045197740114,201.0,236.0,151
2018-01-04,229.3898456057007,213.0,244.0,151
2018-01-05,221.60625370480142,197.0,238.0,151
2018-01-06,233.6608318372232,227.0,237.0,151
2018-01-07,235.5539793937584,228.0,244.0,151
2018-01-08,229.62109605185623,223.0,237.0,151
2018-01-09,235.94864245992804,234.0,239.0,151
2018-01-10,249.80041122044352,239.0,264.0,151
2018-01-11,243.88096976778152,212.0,263.0,151
2018-01-12,257.080777260318,227.0,266.0,151
2018-01-13,222.72116938445717,199.0,241.0,151
