datetime,mean_t,min_t,max_t,homeid
2017-01-19,214.2699464695386,208.0,236.0,78
2017-01-20,205.3161025350517,199.0,210.0,78
2017-01-21,196.5292091287498,191.0,202.0,78
2017-01-22,188.214161849711,182.0,194.0,78
2017-01-23,186.25564236111111,181.0,192.0,78
2017-01-24,185.30200664068138,180.0,190.0,78
2017-01-25,186.38682407812271,182.0,191.0,78
2017-01-26,182.67072111207645,177.0,187.0,78
2017-01-27,178.17907415469452,172.0,183.0,78
2017-01-28,186.68973214285714,177.0,208.0,78
2017-01-29,195.4449733160248,185.0,212.0,78
2017-01-30,195.33221769499417,186.0,206.0,78
2017-01-31,199.00130302591575,191.0,213.0,78
2017-02-01,204.10191082802547,195.0,218.0,78
2017-02-02,209.3214544400985,200.0,224.0,78
2017-02-03,207.42130715123096,201.0,212.0,78
2017-02-04,201.40862094073103,194.0,207.0,78
2017-02-05,196.1098579170939,190.0,202.0,78
2017-02-06,189.20803401260812,182.0,196.0,78
2017-02-07,185.56289947704823,179.0,193.0,78
2017-02-08,185.06302335830762,178.0,196.0,78
2017-02-09,190.85308874255253,175.0,203.0,78
2017-02-10,193.12611012433393,183.0,205.0,78
2017-02-11,188.98076923076923,180.0,200.0,78
2017-02-12,186.8881046904867,177.0,200.0,78
2017-02-13,189.461841308298,179.0,206.0,78
2017-02-14,194.85954634219618,187.0,208.0,78
2017-02-15,197.75309998430387,192.0,211.0,78
2017-02-16,204.09408524209917,196.0,217.0,78
2017-02-17,207.77560283687944,200.0,219.0,78
2017-02-18,210.33944823663253,203.0,221.0,78
2017-02-19,208.2640101379893,203.0,211.0,78
2017-02-20,205.53095238095239,202.0,210.0,78
2017-02-21,199.88235294117646,194.0,204.0,78
2017-02-22,199.1545197740113,194.0,212.0,78
2017-02-23,200.04506839452844,191.0,211.0,78
2017-02-24,201.20383324006715,193.0,212.0,78
2017-02-25,201.72294068034861,194.0,213.0,78
2017-02-26,203.46488011283498,196.0,212.0,78
2017-02-27,204.30091613812544,196.0,215.0,78
2017-02-28,203.99844544940643,196.0,215.0,78
2017-03-01,202.10793784124317,195.0,213.0,78
2017-03-02,200.32875945113415,192.0,209.0,78
2017-03-03,198.55135740274278,189.0,211.0,78
2017-03-04,198.84307131848115,190.0,209.0,78
2017-03-05,201.25894354387927,195.0,212.0,78
2017-03-06,203.38504447459673,196.0,215.0,78
2017-03-07,206.79877958029468,199.0,217.0,78
2017-03-08,208.60770174900276,201.0,218.0,78
2017-03-09,210.78874065386307,203.0,218.0,78
2017-03-10,206.9049707602339,202.0,212.0,78
2017-03-11,204.3982076758231,200.0,209.0,78
2017-03-12,205.8447427293065,202.0,211.0,78
2017-03-13,206.43419887872528,201.0,211.0,78
2017-03-14,208.0414951989026,202.0,215.0,78
2017-03-15,204.78487140695916,200.0,209.0,78
2017-03-16,203.03982758620688,199.0,208.0,78
2017-03-17,198.9242876076872,193.0,205.0,78
2017-03-18,196.47701492537314,192.0,202.0,78
2017-03-19,198.04938494934876,194.0,205.0,78
2017-03-20,202.92352711666015,199.0,207.0,78
2017-03-21,196.58805031446542,190.0,201.0,78
2017-03-22,190.95155436326337,183.0,199.0,78
2017-03-23,188.19882005899706,181.0,195.0,78
2017-03-24,190.1973516679399,185.0,199.0,78
2017-03-25,197.46123298033282,188.0,206.0,78
2017-03-26,201.427237491191,196.0,207.0,78
2017-03-27,207.19338470212367,201.0,213.0,78
2017-03-28,204.2609306683323,201.0,209.0,78
2017-03-29,203.97609624821908,200.0,209.0,78
2017-03-30,205.54500723589,201.0,212.0,78
2017-03-31,208.32213410237924,203.0,213.0,78
2017-04-01,209.26195965417867,206.0,214.0,78
2017-04-02,212.31793321819228,205.0,220.0,78
2017-04-03,209.7859000288934,205.0,218.0,78
2017-04-04,209.40031736872476,205.0,221.0,78
2017-04-05,201.2134507143888,196.0,208.0,78
2017-04-06,194.74359347699476,193.0,197.0,78
2017-04-07,191.32377428307123,189.0,193.0,78
2017-04-08,190.91502083710816,189.0,195.0,78
2017-04-09,191.44322230828814,189.0,196.0,78
2017-04-10,192.789566755084,189.0,201.0,78
2017-04-11,187.27436718068083,183.0,190.0,78
2017-04-12,199.8134123428241,186.0,213.0,78
2017-04-13,205.18256960556843,198.0,215.0,78
2017-04-14,196.72374891524444,193.0,201.0,78
2017-04-15,198.2279337652988,193.0,206.0,78
2017-04-16,194.92256573244728,193.0,196.0,78
2017-04-17,191.93640951694303,187.0,194.0,78
2017-04-18,193.62153533594542,185.0,205.0,78
2017-04-19,193.17873763816172,190.0,196.0,78
2017-04-20,196.4020529131126,192.0,206.0,78
2017-04-21,198.9440984793628,196.0,202.0,78
2017-04-22,201.07204735778228,198.0,206.0,78
2017-04-23,198.44775687409552,196.0,206.0,78
2017-04-24,199.93445936191713,196.0,210.0,78
2017-04-25,192.72531497216525,189.0,196.0,78
2017-04-26,189.60462074978204,186.0,199.0,78
2017-04-27,186.8385514355793,185.0,191.0,78
2017-04-28,187.80748976009363,185.0,192.0,78
2017-04-29,187.5548726953468,186.0,189.0,78
2017-04-30,188.5431742828312,185.0,193.0,78
2017-05-01,192.6175408178009,189.0,196.0,78
2017-05-02,193.86481802426343,192.0,196.0,78
2017-05-03,197.602886002886,191.0,205.0,78
2017-05-04,198.3422003758855,196.0,204.0,78
2017-05-05,200.49819181252712,196.0,207.0,78
2017-05-06,202.8669168591224,196.0,208.0,78
2017-05-07,207.28754869427212,204.0,212.0,78
2017-05-08,208.57564362163725,206.0,214.0,78
2017-05-09,204.57278891934786,202.0,208.0,78
2017-05-10,206.0063309352518,203.0,212.0,78
