datetime,Consumption (kWh),homeid
2018-05-01,2.504655,280
2018-05-02,4.580604444444444,280
2018-05-03,4.375785277777778,280
2018-05-04,2.661665833333333,280
2018-05-07,6.103423333333334,280
2018-05-08,8.838291111111111,280
2018-05-12,5.7767333333333335,280
2018-05-13,2.7888566666666668,280
2018-05-14,6.692751111111111,280
2018-05-15,2.6528733333333334,280
2018-05-16,5.1438838888888885,280
2018-05-17,2.0957430555555554,280
2018-05-18,3.3265672222222222,280
2018-05-19,3.7781325,280
2018-05-20,5.6030363888888886,280
2018-05-21,4.003033055555555,280
2018-05-22,3.9181730555555556,280
2018-05-25,4.6731316666666665,280
2018-05-28,6.7858475,280
2018-05-29,2.359933333333333,280
2018-05-30,4.8812975,280
2018-05-31,3.7557080555555555,280
2018-06-01,5.181159166666666,280
2018-06-02,1.6971533333333333,280
2018-06-03,3.8429486111111113,280
2018-06-04,9.212055,280
2018-06-05,3.180325,280
2018-06-06,2.9079880555555557,280
2018-06-07,2.163096111111111,280
2018-06-08,4.915196388888889,280
2018-06-09,3.4146397222222222,280
2018-06-10,1.9144863888888888,280
2018-06-11,4.385030555555556,280
2018-06-12,3.6319425,280
2018-06-13,5.868749722222222,280
2018-06-14,2.1492183333333332,280
2018-06-15,4.740074444444445,280
2018-06-16,1.6120252777777777,280
2018-06-17,5.424065555555556,280
2018-06-19,3.6545988888888887,280
2018-06-20,3.7087652777777778,280
2018-06-21,4.448043611111111,280
2018-06-22,4.432254722222222,280
2018-06-23,3.0237680555555557,280
2018-06-24,4.760288055555556,280
2018-06-25,7.932021388888889,280
2018-06-26,4.808598611111111,280
2018-06-27,2.0632574999999997,280
2018-06-28,3.0773808333333332,280
2018-06-29,3.317692777777778,280
2018-06-30,4.230096666666666,280
