datetime,Consumption (kWh),homeid
2017-07-26,8.128464444444445,70
2017-07-27,7.983460555555555,70
2017-07-28,9.734505555555556,70
2017-07-29,8.99509638888889,70
2017-07-30,13.4587175,70
2017-07-31,9.487911666666667,70
2017-08-01,10.60255,70
2017-08-02,9.007198888888889,70
2017-08-03,8.965248888888889,70
2017-08-04,8.156715555555555,70
2017-08-05,6.486326388888889,70
2017-08-06,6.506254444444444,70
2017-08-07,6.444063888888889,70
2017-08-08,6.4918933333333335,70
2017-08-09,7.025384166666667,70
2017-08-10,9.801603055555555,70
2017-08-11,10.064686944444444,70
2017-08-12,12.290745,70
2017-08-13,12.760258055555555,70
2017-08-14,8.5781725,70
2017-08-15,9.626227222222223,70
2017-08-16,8.597266666666666,70
2017-08-17,10.761273333333333,70
2017-08-18,9.424322222222223,70
2017-08-19,10.469647777777778,70
2017-08-20,14.90301111111111,70
2017-08-21,14.961347777777778,70
2017-08-22,10.8906025,70
2017-08-23,9.364625,70
2017-08-24,13.8580275,70
2017-08-25,11.738719444444444,70
2017-08-26,9.541104166666667,70
2017-08-27,8.825537222222222,70
2017-08-28,8.746454444444444,70
2017-08-29,8.765089166666666,70
2017-09-01,9.017015277777778,70
2017-09-02,7.9960725,70
2017-09-03,9.436568333333334,70
2017-09-04,10.614266944444445,70
2017-09-05,8.217321666666667,70
2017-09-06,8.789652222222223,70
2017-09-07,8.400748055555555,70
2017-09-08,11.1084575,70
2017-09-09,8.782606944444444,70
2017-09-10,13.375075,70
2017-09-11,14.462957777777778,70
2017-09-12,9.840491944444445,70
2017-09-13,9.7541125,70
2017-09-14,9.330492777777778,70
2017-09-15,10.950978333333333,70
2017-09-16,8.743616666666666,70
2017-09-17,10.644409722222223,70
2017-09-18,10.909563055555555,70
2017-09-19,9.268596111111112,70
2017-09-20,11.126281111111112,70
2017-09-21,8.608945,70
2017-09-22,13.537718055555555,70
2017-09-23,7.0994,70
2017-09-24,6.689313055555556,70
2017-09-25,6.749912222222222,70
2017-09-26,6.688155555555555,70
2017-09-27,6.711241666666667,70
2017-09-28,6.692668888888889,70
2017-09-29,6.7169175,70
2017-09-30,7.812728611111111,70
2017-10-01,9.992224444444444,70
2017-10-02,11.185075277777777,70
2017-10-03,12.054757777777779,70
2017-10-04,11.888588333333333,70
2017-10-05,9.193031944444444,70
2017-10-06,9.932447777777778,70
2017-10-07,7.269018333333333,70
2017-10-08,9.614618055555555,70
2017-10-09,8.574955,70
2017-10-10,11.219311666666666,70
2017-10-11,9.790003888888888,70
2017-10-12,9.188184722222223,70
2017-10-13,13.218481666666667,70
2017-10-14,8.575111111111111,70
2017-10-15,9.3096625,70
2017-10-16,10.764375833333334,70
2017-10-17,8.847300833333334,70
2017-10-18,7.469608611111111,70
2017-10-19,9.482620555555556,70
2017-10-20,10.643214166666667,70
2017-10-21,7.408471388888889,70
2017-10-22,7.586898888888889,70
2017-10-23,10.425215,70
2017-10-24,9.729605555555555,70
2017-10-25,7.547779444444444,70
2017-10-26,9.460764166666667,70
2017-10-27,11.263740555555556,70
2017-10-28,8.87758,70
2017-10-29,10.483473055555555,70
2017-10-30,10.308539444444444,70
2017-10-31,9.712707222222223,70
2017-11-01,11.099173055555555,70
2017-11-02,10.953893611111111,70
2017-11-03,11.830663055555556,70
2017-11-04,12.219638055555556,70
2017-11-05,11.352439444444444,70
2017-11-06,9.27739888888889,70
2017-11-07,9.649306666666666,70
2017-11-08,12.2431925,70
2017-11-09,7.605024722222222,70
2017-11-10,6.859536944444445,70
2017-11-11,6.824506666666666,70
2017-11-12,7.249991388888889,70
2017-11-15,10.917685555555556,70
2017-11-16,9.429129166666666,70
2017-11-17,13.157075277777778,70
2017-11-18,13.56945638888889,70
2017-11-19,11.60241861111111,70
2017-11-20,10.429945555555555,70
2017-11-21,11.320188611111112,70
2017-11-22,13.201081111111112,70
2017-11-23,11.868609444444445,70
2017-11-24,12.416349722222222,70
2017-11-25,9.819131666666667,70
2017-11-26,10.01332,70
2017-11-27,10.9979325,70
2017-11-28,10.125831944444444,70
2017-11-29,12.984659166666667,70
2017-11-30,12.32933388888889,70
2017-12-01,16.022569166666667,70
2017-12-02,11.659302777777778,70
2017-12-03,12.522360277777778,70
2017-12-04,9.803970833333333,70
2017-12-05,10.993796666666666,70
2017-12-06,9.760383888888889,70
2017-12-07,9.53561,70
2017-12-08,13.081695555555555,70
2017-12-09,12.664859166666666,70
2017-12-10,14.481221944444444,70
2017-12-11,7.876302777777778,70
2017-12-12,10.986406944444445,70
2017-12-13,10.387694444444444,70
2017-12-14,8.126317222222223,70
2017-12-15,13.000355,70
2017-12-16,11.472060277777778,70
2017-12-17,13.132489166666666,70
2017-12-18,11.518325277777778,70
2017-12-19,6.820036666666667,70
2017-12-20,10.763394166666666,70
2017-12-21,10.679205555555555,70
2017-12-22,13.458273333333333,70
2017-12-23,10.637714722222222,70
2017-12-24,15.1653725,70
2017-12-29,7.3836075,70
2017-12-30,13.690386944444445,70
2017-12-31,4.326503333333333,70
2018-01-01,14.535739722222223,70
2018-01-02,11.452054722222222,70
2018-01-03,10.119776666666667,70
2018-01-04,13.643060277777778,70
2018-01-05,11.450868333333334,70
2018-01-06,12.930534722222221,70
2018-01-07,13.965857777777778,70
2018-01-08,10.180403333333333,70
2018-01-09,11.829426388888889,70
2018-01-10,12.211412222222222,70
2018-01-11,11.619280555555555,70
2018-01-12,10.847691944444444,70
2018-01-13,12.025480277777778,70
2018-01-14,14.461973333333333,70
2018-01-15,10.882170555555556,70
2018-01-16,13.179299166666667,70
2018-01-17,11.828680277777778,70
2018-01-18,10.403151944444444,70
2018-01-19,12.488263611111112,70
2018-01-20,10.58328388888889,70
2018-01-21,13.66152138888889,70
2018-01-22,10.699471666666666,70
2018-01-23,7.081639166666666,70
2018-01-24,11.93758888888889,70
2018-01-25,7.785631111111111,70
2018-01-26,10.71765361111111,70
2018-01-27,3.634908333333333,70
2018-01-28,9.437216944444444,70
2018-01-29,11.008524722222223,70
2018-01-30,13.548043055555555,70
2018-01-31,11.799389444444444,70
2018-02-01,11.416139166666667,70
2018-02-02,10.9519075,70
2018-02-03,4.692952777777778,70
2018-02-04,12.215871388888889,70
2018-02-05,12.944669722222223,70
2018-02-06,7.466486111111111,70
2018-02-07,11.127665833333333,70
2018-02-08,10.7876125,70
2018-02-09,11.674716111111112,70
2018-02-10,9.9755725,70
2018-02-13,7.684119722222222,70
2018-02-14,8.194574166666667,70
2018-02-15,9.240284166666667,70
2018-02-16,9.949674444444444,70
2018-02-17,6.46931,70
2018-02-18,11.377769444444445,70
2018-02-19,8.7287025,70
2018-02-20,7.792933611111111,70
2018-02-21,8.2683425,70
2018-02-22,7.9988761111111115,70
2018-02-23,9.3248675,70
2018-02-24,14.663210277777777,70
2018-02-25,6.7346369444444445,70
2018-02-26,10.948441388888888,70
2018-02-27,10.245668333333333,70
2018-02-28,9.779297222222223,70
2018-03-01,11.91823138888889,70
2018-03-02,11.1078225,70
2018-03-03,11.388633333333333,70
2018-03-04,13.797536944444444,70
2018-03-05,9.620518055555555,70
2018-03-06,10.550089999999999,70
2018-03-07,9.41809638888889,70
2018-03-08,11.797344166666667,70
2018-03-09,8.64818611111111,70
2018-03-10,8.556672222222222,70
