datetime,mean_h,min_h,max_h,homeid
2017-03-07,360.11156741957564,60.0,553.0,99
2017-03-08,368.23293541475357,47.0,580.0,99
2017-03-09,373.51463376048093,46.0,508.0,99
2017-03-10,338.7771816316869,41.0,522.0,99
2017-03-11,341.3689943300507,93.0,568.0,99
2017-03-12,418.0638073739654,60.0,563.0,99
2017-03-13,358.87373241740266,55.0,507.0,99
2017-03-14,370.22797567332753,76.0,552.0,99
2017-03-15,356.5517017828201,59.0,494.0,99
2017-03-16,363.11477120286185,56.0,520.0,99
2017-03-17,272.5308641975309,60.0,585.0,99
2017-03-18,430.7751756440281,107.0,604.0,99
2017-03-19,477.09966134494437,126.0,559.0,99
2017-03-20,348.0432389937107,68.0,519.0,99
2017-03-21,306.8128922815946,60.0,468.0,99
2017-03-22,359.6681554265297,42.0,523.0,99
2017-03-23,326.784295468653,50.0,500.0,99
2017-03-24,374.32284075050393,75.0,525.0,99
2017-03-25,303.81057200434043,76.0,439.0,99
2017-03-26,447.39602555003546,267.0,557.0,99
2017-03-27,504.3520222183649,466.0,523.0,99
2017-03-28,445.2694871051869,56.0,595.0,99
2017-03-29,440.56278339727936,88.0,606.0,99
2017-03-30,462.69077669902913,76.0,603.0,99
2017-03-31,459.24343434343433,54.0,584.0,99
2017-04-01,460.248883666275,58.0,583.0,99
2017-04-02,415.9959331224582,80.0,510.0,99
2017-04-03,360.435474537037,85.0,518.0,99
2017-04-04,372.2668508287293,68.0,491.0,99
2017-04-05,438.4314210061783,263.0,500.0,99
2017-04-06,526.6629554655871,477.0,567.0,99
2017-04-07,547.2272108843538,538.0,582.0,99
2017-04-08,483.5,483.0,484.0,99
2017-04-09,,,,99
2017-04-10,,,,99
2017-04-11,,,,99
2017-04-12,,,,99
2017-04-13,,,,99
2017-04-14,,,,99
2017-04-15,,,,99
2017-04-16,,,,99
2017-04-17,,,,99
2017-04-18,418.0,417.0,419.0,99
2017-04-19,,,,99
2017-04-20,,,,99
2017-04-21,,,,99
2017-04-22,,,,99
