datetime,mean_h,min_h,max_h,homeid
2017-07-05,679.3185779816514,648.0,750.0,141
2017-07-06,671.4779602420052,653.0,695.0,141
2017-07-07,691.0096555699669,666.0,720.0,141
2017-07-08,590.411403508772,475.0,666.0,141
2017-07-09,628.2408611472331,575.0,683.0,141
2017-07-10,657.1678663979269,638.0,722.0,141
2017-07-11,644.717181883537,622.0,660.0,141
2017-07-12,627.798052134059,607.0,639.0,141
2017-07-13,626.3214285714286,619.0,640.0,141
2017-07-14,602.1738943136129,560.0,637.0,141
2017-07-15,666.3789398280802,598.0,739.0,141
2017-07-16,612.7569744032212,553.0,674.0,141
2017-07-17,647.2141213689963,585.0,687.0,141
2017-07-18,643.6083068935679,626.0,686.0,141
2017-07-19,646.2813933486239,640.0,655.0,141
2017-07-20,650.3322147651006,597.0,656.0,141
2017-07-21,,,,141
2017-07-22,,,,141
2017-07-23,,,,141
2017-07-24,,,,141
2017-07-25,,,,141
2017-07-26,,,,141
2017-07-27,632.3992371265099,604.0,642.0,141
2017-07-28,639.9634374550166,625.0,663.0,141
2017-07-29,646.6930259702364,605.0,671.0,141
2017-07-30,637.907196969697,558.0,692.0,141
2017-07-31,645.2534138277994,636.0,672.0,141
2017-08-01,653.1788712011578,640.0,671.0,141
2017-08-02,669.296477931342,648.0,719.0,141
2017-08-03,674.4556101792944,660.0,690.0,141
2017-08-04,665.855356883268,658.0,685.0,141
2017-08-05,645.4689855072464,561.0,705.0,141
2017-08-06,633.1632150615496,575.0,686.0,141
2017-08-07,624.0936017253774,595.0,638.0,141
2017-08-08,621.8382305456894,577.0,707.0,141
2017-08-09,643.2637458926615,569.0,690.0,141
2017-08-10,617.4164096236891,602.0,648.0,141
2017-08-11,654.7387600567913,626.0,699.0,141
2017-08-12,673.4070796460177,651.0,720.0,141
2017-08-13,622.253099485939,576.0,668.0,141
2017-08-14,667.6228260869565,614.0,702.0,141
2017-08-15,650.9600059470711,608.0,677.0,141
2017-08-16,670.7105454545455,649.0,689.0,141
2017-08-17,648.6591565569036,621.0,664.0,141
2017-08-18,638.6936339522547,600.0,736.0,141
2017-08-19,625.1977366569812,562.0,664.0,141
2017-08-20,636.603305785124,611.0,652.0,141
2017-08-21,637.6231963470319,625.0,666.0,141
2017-08-22,676.5986394557823,659.0,721.0,141
2017-08-23,695.9979123173277,687.0,710.0,141
2017-08-24,663.1444036342548,646.0,688.0,141
2017-08-25,657.2387135739091,654.0,661.0,141
2017-08-26,654.8277794161014,648.0,662.0,141
2017-08-27,651.7385946897463,644.0,670.0,141
2017-08-28,684.0105191720394,669.0,707.0,141
2017-08-29,684.9532954370871,641.0,710.0,141
2017-08-30,635.6523168908819,544.0,659.0,141
2017-08-31,626.194355597366,596.0,656.0,141
2017-09-01,629.3704214559388,606.0,713.0,141
2017-09-02,619.346626283022,553.0,666.0,141
2017-09-03,632.1129384369087,608.0,654.0,141
2017-09-04,662.7507217090069,647.0,705.0,141
2017-09-05,656.8788967102428,637.0,675.0,141
2017-09-06,636.7574876417564,627.0,663.0,141
2017-09-07,649.4840707964602,637.0,667.0,141
2017-09-08,634.3151236342726,615.0,652.0,141
2017-09-09,656.2610406646262,622.0,704.0,141
2017-09-10,656.498474059003,639.0,702.0,141
2017-09-11,627.3244642600316,599.0,655.0,141
2017-09-12,618.3221836084564,610.0,642.0,141
2017-09-13,623.3082890389312,613.0,644.0,141
2017-09-14,620.4818893074471,576.0,673.0,141
2017-09-15,583.1368996261144,563.0,614.0,141
2017-09-16,586.6725079000287,561.0,659.0,141
2017-09-17,622.1779123414071,601.0,659.0,141
2017-09-18,603.6661870503597,590.0,658.0,141
2017-09-19,597.1484690930098,583.0,619.0,141
2017-09-20,643.464847697416,616.0,671.0,141
2017-09-21,641.5067997685185,608.0,661.0,141
2017-09-22,618.2323580034423,598.0,674.0,141
2017-09-23,645.3674324519578,629.0,661.0,141
2017-09-24,658.9015679442508,633.0,716.0,141
2017-09-25,666.9141785662772,646.0,690.0,141
2017-09-26,677.641033081834,646.0,718.0,141
2017-09-27,679.8406735751296,668.0,711.0,141
2017-09-28,665.4214648295866,652.0,684.0,141
2017-09-29,626.9117647058823,595.0,663.0,141
2017-09-30,598.9905813097866,558.0,654.0,141
2017-10-01,617.5970809376382,567.0,707.0,141
2017-10-02,593.3283989652199,571.0,664.0,141
2017-10-03,568.2940158615718,547.0,624.0,141
2017-10-04,563.3734332228786,547.0,576.0,141
2017-10-05,549.5237753196379,524.0,626.0,141
2017-10-06,553.0612953637784,543.0,568.0,141
2017-10-07,591.4070085470086,562.0,607.0,141
2017-10-08,608.4501570507522,600.0,659.0,141
2017-10-09,612.5649478300318,591.0,634.0,141
2017-10-10,596.6397866331973,558.0,626.0,141
2017-10-11,591.8411671697571,563.0,609.0,141
2017-10-12,571.021190716448,548.0,621.0,141
2017-10-13,654.7421537575583,606.0,690.0,141
2017-10-14,657.6245216367383,628.0,707.0,141
2017-10-15,639.0779259259259,597.0,691.0,141
2017-10-16,633.0521149126606,606.0,710.0,141
2017-10-17,606.6508118982613,577.0,655.0,141
2017-10-18,613.4352992957746,593.0,654.0,141
2017-10-19,648.325726744186,623.0,697.0,141
2017-10-20,680.2282062329456,661.0,731.0,141
2017-10-21,645.2558473238628,630.0,669.0,141
2017-10-22,607.9085042306037,561.0,674.0,141
2017-10-23,593.5591660675773,557.0,652.0,141
2017-10-24,639.1242333475966,601.0,657.0,141
2017-10-25,594.5315091210614,579.0,610.0,141
2017-10-26,593.4253656914893,569.0,604.0,141
2017-10-27,585.5214635551714,556.0,751.0,141
2017-10-28,607.5468295520651,573.0,650.0,141
2017-10-29,548.1535335945437,515.0,599.0,141
2017-10-30,518.8036201695159,494.0,578.0,141
2017-10-31,583.6978354978355,547.0,613.0,141
2017-11-01,614.9687454782231,595.0,643.0,141
2017-11-02,577.0543103448276,544.0,610.0,141
2017-11-03,543.7819402985075,526.0,560.0,141
2017-11-04,536.9246940244781,517.0,563.0,141
2017-11-05,509.29566992272925,483.0,563.0,141
2017-11-06,514.0166523112259,495.0,552.0,141
2017-11-07,545.8771420273017,524.0,578.0,141
2017-11-08,517.4339514158402,492.0,550.0,141
2017-11-09,543.926164874552,520.0,565.0,141
2017-11-10,522.2298933410204,480.0,546.0,141
2017-11-11,506.4838092434501,463.0,585.0,141
2017-11-12,458.64356291775647,420.0,509.0,141
2017-11-13,439.9825606743206,411.0,474.0,141
2017-11-14,509.0,469.0,554.0,141
2017-11-15,513.2193899470142,488.0,614.0,141
2017-11-16,494.81841615351567,440.0,527.0,141
2017-11-17,466.5831066571224,435.0,497.0,141
2017-11-18,488.08272434960537,448.0,545.0,141
