datetime,mean_h,min_h,max_h,homeid
2017-07-26,646.1824629271438,586.0,818.0,161
2017-07-27,618.5578271028037,582.0,667.0,161
2017-07-28,635.9309744779582,566.0,746.0,161
2017-07-29,606.8396115361977,548.0,661.0,161
2017-07-30,618.3962888377446,582.0,660.0,161
2017-07-31,621.4078109523135,528.0,676.0,161
2017-08-01,607.8502103786816,562.0,669.0,161
2017-08-02,647.454826471828,606.0,715.0,161
2017-08-03,673.4906139731828,610.0,740.0,161
2017-08-04,646.1507466892082,557.0,721.0,161
2017-08-05,582.4559825960841,475.0,649.0,161
2017-08-06,559.1822255414488,509.0,649.0,161
2017-08-07,609.2045289592103,571.0,658.0,161
2017-08-08,619.8276250880903,578.0,659.0,161
2017-08-09,587.7544403721455,532.0,621.0,161
2017-08-10,547.6129619260918,442.0,595.0,161
2017-08-11,614.9757916959887,509.0,706.0,161
2017-08-12,605.6555929352397,466.0,654.0,161
2017-08-13,507.5175660483418,441.0,559.0,161
2017-08-14,591.0348569549491,475.0,685.0,161
2017-08-15,617.591189553738,545.0,671.0,161
2017-08-16,648.8648493543759,585.0,702.0,161
2017-08-17,654.6077506077506,587.0,712.0,161
2017-08-18,642.9495918659602,594.0,688.0,161
2017-08-19,628.091431032008,569.0,772.0,161
2017-08-20,643.1989255118339,602.0,698.0,161
2017-08-21,643.0193229696354,610.0,703.0,161
2017-08-22,710.022238267148,649.0,750.0,161
2017-08-23,653.827069793727,607.0,732.0,161
2017-08-24,618.5974665728361,592.0,646.0,161
2017-08-25,661.8138312979268,540.0,722.0,161
2017-08-26,628.0966410475377,539.0,716.0,161
2017-08-27,621.9378192964531,529.0,689.0,161
2017-08-28,679.9685340391119,587.0,732.0,161
2017-08-29,582.4821964821965,482.0,649.0,161
2017-08-30,566.6300211416491,522.0,625.0,161
2017-08-31,591.5847063793832,538.0,644.0,161
2017-09-01,607.8949500795833,522.0,678.0,161
2017-09-02,569.6143659133439,473.0,634.0,161
2017-09-03,589.8074981975486,552.0,655.0,161
